Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x72,x73,,x74,x75,x79,x81,x71
394,0.0262989,0,0,0,0,0.021739,0,0,0,0,0,0,0.0113954,0.0504488,0.0111345,0.0209397,0,0,0.0224002,0,0.0348346,0.0168678,0.0467304,0.0212547,0.00458738,0.0268468,0.0327907,0.0278868,0.0276032,0.0428295,0.0228443,0.0240789,0.0270561,0.0165664,0.00958903,0.0264827,0.0190366,0.0463923,0.00127024,0.0136283,0.0437272,0.0118086,0.0233853,0.0319246,0,0,0.0407342,0,0.0503834,0.0270263,0.0343212,0.0141373,0.018401,0.0170295,0.0351161,0.0448523,0.0102179,0.0143881,0.00909811,0.0103409,0.0064301,0.0274504,0.00504841,0.00480675,0.00857242,0.0396222,0.0105095,0.0100807,0.0257296,0.0224962,0,0,0,0,0,0,0,0
395,0.0293496,0,0,0,0,0.0241619,0,0,0,0,0,0,0.015588,0.0507128,0.0116068,0.020796,0,0,0.0217495,0,0.0350039,0.0164545,0.0469026,0.0208872,0.00403469,0.025743,0.0312652,0.0265495,0.0260163,0.0411153,0.0214185,0.0234627,0.0268022,0.0163198,0.00979983,0.031321,0.0186692,0.0465993,0.00118785,0.0137168,0.0438518,0.0117817,0.0230936,0.0368297,0,0,0.0424453,0,0.0505099,0.0284096,0.0343818,0.0139996,0.0181598,0.0171319,0.0336555,0.0507137,0.0101177,0.0144339,0.00865158,0.0102831,0.00625257,0.0273908,0.00494613,0.00462825,0.00875183,0.0433267,0.0103831,0.0108124,0.0280104,0.0243374,0,0,0,0,0,0,0,0
396,0.0282681,0,0,0,0,0.023117,0,0,0,0,0,0,0.0200152,0.0506946,0.0118214,0.020651,0,0,0.0226771,0,0.0350302,0.0170033,0.046629,0.0208609,0.00420889,0.0243483,0.0311358,0.0274766,0.0240252,0.0389855,0.0197463,0.0225139,0.0262941,0.015728,0.0104603,0.0360813,0.0195393,0.0466341,0.00137558,0.013561,0.0436824,0.0115948,0.023161,0.0353479,0,0,0.0418159,0,0.0505496,0.0278723,0.0344621,0.0138243,0.0181096,0.0171132,0.0336794,0.048758,0.00996297,0.0144461,0.00826844,0.0101591,0.00599894,0.0273532,0.00477676,0.00435967,0.00884001,0.0419891,0.0105172,0.010546,0.0272338,0.0239798,0,0,0,0,0,0,0,0
397,0.027339,0,0,0,0,0.0221033,0,0,0,0,0,0,0.0244288,0.0506437,0.0124089,0.0205571,0,0,0.0234709,0,0.0349437,0.0174811,0.0463669,0.0208192,0.00457601,0.0231128,0.0312332,0.0283864,0.022003,0.0370018,0.0181246,0.0216744,0.0258711,0.0151007,0.0111317,0.0407099,0.0200737,0.0465762,0.00151384,0.0135605,0.0436603,0.0116227,0.0233002,0.0337197,0,0,0.0411111,0,0.0504499,0.0273307,0.0345857,0.0138179,0.0179929,0.0172401,0.0339074,0.0465398,0.0100187,0.0143351,0.00811767,0.0102939,0.00582831,0.0272807,0.00489,0.00421083,0.00898193,0.0405194,0.0106499,0.0100163,0.0262639,0.0236744,0,0,0,0,0,0,0,0
398,0.0265973,0,0,0,0,0.0214068,0,0,0,0,0,0,0.0284246,0.0506274,0.0131759,0.0205008,0,0,0.0239073,0,0.0348662,0.0177592,0.0460701,0.0203114,0.0050482,0.0218236,0.0312894,0.0291347,0.0198348,0.0349686,0.0165402,0.020663,0.0253216,0.0144661,0.0118577,0.044795,0.0203605,0.0465266,0.00152821,0.0135687,0.0436715,0.0117514,0.0233945,0.0323001,0,0,0.0405136,0,0.0504136,0.0268254,0.0348642,0.0138861,0.0177924,0.0173986,0.0341494,0.0446187,0.0102924,0.0139955,0.00793336,0.0105198,0.0057258,0.02718,0.00503758,0.00416569,0.00917735,0.0392647,0.0107789,0.00973892,0.0255404,0.0234995,0,0,0,0,0,0,0,0
399,0.0295976,0,0,0,0,0.0233189,0,0,0,0,0,0,0.0316567,0.0506648,0.0141263,0.0202553,0,0,0.0236677,0,0.0349456,0.0174985,0.0460963,0.0203552,0.0048562,0.0206545,0.0294142,0.0282786,0.0178732,0.033128,0.0152002,0.0196463,0.0247357,0.0139646,0.0123903,0.0478936,0.0204273,0.0466511,0.00135929,0.013668,0.0437996,0.011726,0.0230564,0.0370665,0,0,0.0421355,0,0.050543,0.0281706,0.0348448,0.0139721,0.0177186,0.0174118,0.0322896,0.0500391,0.0101344,0.0141198,0.00789695,0.0102985,0.00553417,0.0270689,0.0048563,0.00398622,0.00950359,0.0426821,0.0106523,0.0105175,0.0273549,0.0254426,0,0,0,0,0,0,0,0
400,0.0280627,0,0,0,0,0.0214317,0,0,0,0,0,0,0.0340478,0.050526,0.0147614,0.0201363,0,0,0.0249905,0,0.0348343,0.0183382,0.0456784,0.0189343,0.00542377,0.0189566,0.0293448,0.0300958,0.0156169,0.0306154,0.0136732,0.0181167,0.023568,0.0130968,0.0136181,0.0493155,0.0215771,0.0466074,0.00172958,0.0134621,0.0436576,0.011815,0.0229926,0.0345304,0,0,0.0411345,0,0.0505448,0.0273833,0.0349155,0.0140597,0.0174375,0.0173276,0.0324412,0.0466549,0.0103905,0.0136696,0.00781987,0.0104375,0.00540637,0.0271361,0.00505408,0.00394581,0.00917664,0.0404637,0.0106761,0.0104162,0.0256852,0.0249814,0,0,0,0,0,0,0,0
401,0.0269484,0,0,0,0,0.0200053,0,0,0,0,0,0,0.0359703,0.0504908,0.0157502,0.020169,0,0,0.0257999,0,0.0347302,0.0189378,0.0454309,0.0178248,0.00604441,0.0176093,0.0295059,0.0314369,0.0138942,0.0286792,0.0125253,0.01685,0.0229251,0.0123857,0.0149523,0.0501794,0.022212,0.0465573,0.00205121,0.0134177,0.0436172,0.0119232,0.0231594,0.0322866,0,0,0.0403188,0,0.0503964,0.0267228,0.0350642,0.014059,0.0172966,0.0174911,0.0327729,0.0436043,0.0106056,0.0134884,0.00808953,0.0106146,0.00545106,0.0272775,0.00517852,0.00400899,0.00895437,0.0384857,0.0106563,0.0102595,0.0241433,0.0246266,0,0,0,0,0,0,0,0
402,0.0288983,0,0,0,0,0.020728,0,0,0,0,0,0,0.0365004,0.0505759,0.0168003,0.0199955,0,0,0.0262213,0,0.0348914,0.0191449,0.0455343,0.0169432,0.00624344,0.0161533,0.0277988,0.0315114,0.0125427,0.0268009,0.0116047,0.0156542,0.0215003,0.0117905,0.0164519,0.0499471,0.0229051,0.0467359,0.00220268,0.0132791,0.0436708,0.0116767,0.0228714,0.0357108,0,0,0.0413542,0,0.0505268,0.0275988,0.0351511,0.0135964,0.0170742,0.0175138,0.0310994,0.0473374,0.0106159,0.0135154,0.00800462,0.0105933,0.00543982,0.0271818,0.00511848,0.00401892,0.00863348,0.0407307,0.0106587,0.0105759,0.0250216,0.0262349,0,0,0,0,0,0,0,0
403,0.0287174,0,0,0,0,0.0194718,0,0,0,0,0,0,0.0351532,0.0505377,0.0172913,0.0198309,0,0,0.0279138,0,0.0348874,0.0201368,0.0454721,0.015691,0.00687704,0.0136772,0.0267066,0.0329558,0.0108887,0.023665,0.0102641,0.0137849,0.0189907,0.0109412,0.018493,0.0470428,0.0244652,0.0468033,0.00271545,0.012991,0.0436058,0.011231,0.0228997,0.0351741,0,0,0.0407964,0,0.0505158,0.0272069,0.0352195,0.0131744,0.0172387,0.0172388,0.0301779,0.0463111,0.0103892,0.0136787,0.00780174,0.0104143,0.005019,0.026885,0.00487939,0.00345593,0.00884908,0.0398551,0.010701,0.0104971,0.0239576,0.0264723,0,0,0,0,0,0,0,0
404,0.0286123,0,0,0,0,0.0182192,0,0,0,0,0,0,0.0327639,0.0505086,0.017443,0.0195922,0,0,0.0292487,0,0.0348973,0.0209129,0.0455123,0.0149803,0.00750255,0.0111677,0.0254951,0.0339092,0.00954363,0.0203644,0.00901096,0.0120175,0.0166304,0.0102401,0.0203652,0.0430805,0.0258496,0.0468957,0.00307846,0.01305,0.043531,0.0108234,0.0230262,0.0345497,0,0,0.0403079,0,0.0504311,0.0268205,0.0350548,0.0129819,0.0178346,0.0169368,0.0289979,0.0452182,0.00971421,0.0143723,0.00780698,0.00981486,0.00458142,0.0266775,0.00452426,0.00280397,0.00984341,0.0389781,0.0107014,0.0105162,0.0227943,0.0265372,0,0,0,0,0,0,0,0
405,0.028553,0,0,0,0,0.0171736,0,0,0,0,0,0,0.0312943,0.0504543,0.0176683,0.0194138,0,0,0.0301535,0,0.0348699,0.0214377,0.0455778,0.0147343,0.00797751,0.00941705,0.024867,0.0347287,0.00901815,0.0183026,0.008227,0.0110686,0.0154693,0.00995081,0.0213958,0.0409,0.0268866,0.046948,0.00332625,0.013231,0.0435288,0.0108032,0.0231155,0.0340964,0,0,0.0398868,0,0.050424,0.0265278,0.0349512,0.013298,0.0180915,0.0168978,0.0282587,0.0442109,0.00944697,0.0145911,0.00781846,0.00960086,0.00439017,0.0266404,0.00460554,0.00242393,0.0106763,0.0381914,0.010703,0.0105138,0.0218154,0.0266965,0,0,0,0,0,0,0,0
406,0.0307328,0,0,0,0,0.019123,0,0,0,0,0,0,0.0309343,0.0504805,0.0183886,0.0191075,0,0,0.0299152,0,0.0349893,0.0211598,0.0458783,0.01516,0.00820665,0.00839567,0.0233012,0.0339266,0.00933362,0.0174647,0.00815717,0.0107292,0.0153463,0.0100297,0.0217364,0.0408217,0.0269691,0.0470863,0.00310672,0.0134715,0.0436375,0.0110578,0.0227474,0.0385642,0,0,0.0408956,0,0.0505193,0.0274468,0.0348086,0.0136698,0.0178971,0.0170267,0.0264541,0.0492768,0.00946805,0.0145785,0.00780203,0.00963972,0.00447622,0.0267151,0.00502834,0.00232678,0.0109813,0.0411585,0.0105703,0.0108424,0.0239834,0.0284174,0,0,0,0,0,0,0,0
407,0.0305773,0,0,0,0,0.0180465,0,0,0,0,0,0,0.0306326,0.0504114,0.0189491,0.0188044,0,0,0.0313369,0,0.0349958,0.0220068,0.045873,0.0147827,0.00834973,0.00731724,0.0226308,0.0353103,0.00957932,0.0164968,0.00800199,0.0106035,0.0154861,0.0103972,0.0220691,0.0402529,0.0283252,0.0471472,0.00357229,0.0134987,0.0436709,0.0112874,0.0226101,0.0382755,0,0,0.0406566,0,0.0504694,0.0272609,0.0347849,0.013949,0.0179306,0.017094,0.0258302,0.048585,0.00952354,0.0144624,0.00769493,0.00962878,0.00444091,0.0268118,0.00534539,0.00226247,0.0113548,0.0405616,0.010442,0,0.0233014,0.0286567,0,0,0,0,0,0,0,0
408,0.030168,0,0,0,0,0.0169495,0,0,0,0,0,0,0.030837,0.0504186,0.0195646,0.0186164,0,0,0.0321817,0,0.0349992,0.0225696,0.045892,0.0148095,0.0084772,0.00652759,0.0221051,0.0360752,0.00993859,0.0159036,0.00808041,0.0105324,0.0157567,0.0104817,0.0222812,0.0400853,0.0291042,0.0471956,0.00387547,0.0134041,0.0434627,0.0113445,0.022513,0.0373843,0,0,0.0399773,0,0.0505987,0.0266715,0.0347414,0.0142086,0.0179144,0.0171554,0.0254076,0.0472301,0.00959392,0.014413,0.00763396,0.00966613,0.00443667,0.0267367,0.00532895,0.00221388,0.0117338,0.0395612,0.01062,0.0106344,0.0223919,0.0286251,0,0,0,0,0,0,0,0
409,0.0298255,0,0,0,0,0.016051,0,0,0,0,0,0,0.0309359,0.0504309,0.0200906,0.0184917,0,0,0.0326315,0,0.0350256,0.0228518,0.0459074,0.0152443,0.00857484,0.00581314,0.0217611,0.0365241,0.0101436,0.0153799,0.00808788,0.010446,0.0159606,0.0105114,0.0226126,0.0399564,0.0295788,0.0472358,0.00404795,0.0133249,0.0434305,0.0110908,0.0224236,0.0366782,0,0,0.0394986,0,0.0505782,0.0263076,0.0346803,0.0141812,0.0178773,0.0170839,0.02508,0.0461142,0.00960964,0.0143325,0.0075293,0.00963354,0.00439729,0.0264825,0.00504998,0.00207943,0.0118975,0.0387626,0.0107022,0.0107675,0.021568,0.0287257,0,0,0,0,0,0,0,0
410,0.0307572,0,0,0,0,0.018026,0,0,0,0,0,0,0.0306497,0.0506465,0.0202977,0.0182719,0,0,0.0318104,0,0.0350953,0.0223289,0.0460705,0.0157562,0.008665,0.00507554,0.0205871,0.0351591,0.0100355,0.0147841,0.00802702,0.0101257,0.0157305,0.0104549,0.0228752,0.0395074,0.0289796,0.04737,0.00365458,0.0134974,0.0434552,0.0109873,0.0221439,0.0394259,0,0,0.0397282,0,0.0505715,0.0265625,0.0345546,0.01432,0.0177318,0.0171321,0.023851,0.049366,0.00958007,0.0143422,0.00753699,0.00966966,0.00439926,0.0263804,0.00503565,0.00202374,0.012268,0.0404912,0.0106123,0.0109561,0.0235634,0.0293479,0,0,0,0,0,0,0,0
411,0.0301128,0,0,0,0,0.0170313,0,0,0,0,0,0,0.0300605,0.0506497,0.0202625,0.0181028,0,0,0.0323049,0,0.0350777,0.0226859,0.0459328,0.0161533,0.00861987,0.00427616,0.0206975,0.0358339,0.0095368,0.0141211,0.00764701,0.00988055,0.015384,0.0104057,0.0233884,0.038936,0.0295472,0.0473901,0.00376818,0.0136774,0.0433239,0.0109413,0.0223055,0.0381949,0,0,0.0393745,0,0.0506925,0.0262422,0.0345875,0.0144895,0.0178503,0.0170641,0.0240484,0.0477303,0.00957191,0.0143016,0.00749713,0.0096698,0.00429565,0.0263948,0.0053155,0.00183865,0.0128286,0.039503,0.0105849,0.010862,0.0228105,0.0288486,0,0,0,0,0,0,0,0
412,0.0294703,0,0,0,0,0.0159626,0,0,0,0,0,0,0.0292803,0.0506639,0.0197657,0.0180852,0,0,0.0322878,0,0.0350262,0.0227057,0.0457816,0.0161592,0.00858509,0.00339931,0.0210402,0.0359868,0.00872583,0.013367,0.00717123,0.00955048,0.0148207,0.0102529,0.0235365,0.0381263,0.0295774,0.0473803,0.0037062,0.0136614,0.043297,0.0107057,0.0223374,0.0366156,0,0,0.0390935,0,0.0507129,0.025798,0.034688,0.0146447,0.0178771,0.0170072,0.0245918,0.0457715,0.00946423,0.0142032,0.00736865,0.00954576,0.00421637,0.0260974,0.00544464,0.00156593,0.0132217,0.0384222,0.0104588,0.0108464,0.0216853,0.0282973,0,0,0,0,0,0,0,0
413,0.0301212,0,0,0,0,0.0172026,0,0,0,0,0,0,0.0284488,0.0507301,0.0193242,0.018128,0,0,0.0315646,0,0.0349916,0.022173,0.045878,0.0159342,0.00865369,0.00284941,0.0204537,0.0349133,0.00801128,0.012739,0.00686496,0.00921507,0.0142274,0.0101144,0.0238551,0.0371621,0.0289794,0.0473788,0.00331961,0.0137687,0.043348,0.0106094,0.0221984,0.0381713,0,0,0.0392919,0,0.0506377,0.025951,0.0346936,0.0149576,0.0177679,0.0171112,0.0242341,0.0476716,0.00937273,0.0141402,0.00729133,0.00938821,0.00430541,0.0257916,0.00540713,0.00149048,0.0136354,0.0395146,0.0101648,0.0110559,0.0228324,0.0286741,0,0,0,0,0,0,0,0
414,0.0294543,0,0,0,0,0.0163762,0,0,0,0,0,0,0.0273976,0.0507825,0.0188956,0.0181664,0,0,0.0314077,0,0.0349704,0.0220278,0.0458991,0.0151912,0.00871074,0.00282108,0.0205912,0.0349214,0.00743742,0.0123115,0.00651565,0.00919175,0.0139673,0.0100726,0.0247163,0.0360495,0.0289109,0.0473835,0.00322404,0.0136899,0.0431878,0.0105502,0.0227065,0.0369334,0,0,0.0389327,0,0.0507009,0.0256605,0.0346438,0.0153929,0.0177761,0.017165,0.0246619,0.0461528,0.00928895,0.0140371,0.00718342,0.00918214,0.00429709,0.0255037,0.00522311,0.00133501,0.013979,0.038529,0.0100644,0.0108121,0.0220026,0.0280733,0,0,0,0,0,0,0,0
415,0.0288012,0,0,0,0,0.0153218,0,0,0,0,0,0,0.0257606,0.0509241,0.0178697,0.0181816,0,0,0.0310507,0,0.034969,0.0218414,0.0459167,0.0138537,0.00876167,0.00301503,0.0209177,0.0346824,0.00690953,0.011867,0.00617866,0.00910985,0.0136322,0.00985395,0.0251143,0.0345429,0.0286339,0.0474072,0.00304065,0.0136102,0.0431656,0.0104534,0.0232541,0.0354015,0,0,0.0384997,0,0.0506422,0.0253454,0.0345618,0.0157654,0.0177161,0.0172843,0.0252355,0.0442646,0.00916449,0.0139104,0.0071331,0.00917587,0.00430919,0.0251866,0.00516519,0.00124441,0.0143581,0.0373754,0.00999431,0.0104499,0.0206865,0.0273578,0,0,0,0,0,0,0,0
416,0.028187,0,0,0,0,0.0144649,0,0,0,0,0,0,0.0238981,0.0510466,0.0165405,0.018229,0,0,0.0306107,0,0.0349599,0.0215987,0.0459505,0.0126139,0.00876992,0.00341146,0.0213185,0.0343871,0.00650139,0.0114473,0.00596543,0.00901174,0.0132278,0.00953296,0.0252878,0.0329738,0.0283387,0.0474552,0.0028386,0.0138107,0.0431466,0.0105295,0.0234096,0.0339925,0,0,0.0379546,0,0.0506267,0.0249792,0.0346152,0.0161262,0.0177101,0.0174217,0.0258108,0.0425884,0.00912848,0.013866,0.00716912,0.00926263,0.00435344,0.0249981,0.00541476,0.00107568,0.0149575,0.0363214,0.0100109,0.0103555,0.0195616,0.0267304,0,0,0,0,0,0,0,0
417,0.0304497,0,0,0,0,0.0184369,0,0,0,0,0,0,0.0221739,0.0513353,0.0150669,0.0180895,0,0,0.0288022,0,0.0350314,0.0204486,0.0462919,0.0117544,0.0088998,0.00422017,0.0198869,0.031839,0.00646994,0.0110849,0.00625206,0.00877595,0.0125592,0.00903579,0.0253475,0.0312525,0.0269107,0.0476506,0.00210251,0.0140231,0.0432373,0.0106732,0.0232402,0.0391429,0,0,0.038622,0,0.0506282,0.0256909,0.034503,0.0164394,0.0174684,0.0175658,0.0243527,0.0487462,0.0091613,0.0138781,0.00725329,0.00933845,0.00446537,0.0248544,0.00569133,0.00100762,0.0153614,0.0398109,0.00982674,0.0105307,0.0233196,0.028147,0,0,0,0,0,0,0,0
418,0.0301151,0,0,0,0,0.0179914,0,0,0,0,0,0,0.0207834,0.0513931,0.0141057,0.0179917,0,0,0.0294435,0,0.034973,0.0208286,0.0463431,0.0120826,0.00893052,0.00494917,0.0196314,0.0324881,0.00640072,0.010798,0.00649667,0.00879093,0.0121566,0.00867856,0.025805,0.0299599,0.027573,0.0477238,0.00230795,0.0140162,0.0429896,0.0106449,0.0233876,0.0388828,0,0,0.0381787,0,0.050763,0.0253431,0.0345074,0.0166634,0.0174907,0.0175395,0.0241537,0.0483533,0.00921629,0.0138118,0.00724055,0.00937037,0.00451485,0.0246969,0.00573816,0.00102333,0.0156553,0.0393409,0.00983692,0.0105381,0.02328,0.0280485,0,0,0,0,0,0,0,0
419,0.0297306,0,0,0,0,0.0171041,0,0,0,0,0,0,0.019847,0.0514759,0.0139382,0.0179574,0,0,0.0298952,0,0.0349272,0.0211388,0.0463496,0.0133635,0.00902081,0.00532185,0.0195679,0.0329021,0.00642641,0.0105963,0.00672704,0.00884586,0.01193,0.00853622,0.0262305,0.0292937,0.028045,0.047811,0.0024715,0.0139194,0.0429071,0.0106481,0.0234881,0.0380787,0,0,0.0376809,0,0.0507194,0.0250022,0.0345836,0.0169946,0.0174912,0.0176137,0.0242213,0.0472658,0.0091867,0.0137949,0.00735549,0.00944587,0.00468976,0.0244964,0.00582685,0.00109282,0.0160313,0.0385526,0.00980275,0.0105092,0.0225477,0.0277295,0,0,0,0,0,0,0,0
420,0.0333169,0,0,0,0,0.0117901,0,0,0,0,0,0,0.0182731,0.0385261,0.0139214,0.0175018,0,0,0.0381151,0,0.0374626,0.0346336,0.046303,0.0146497,0.00857344,0.0055676,0.0170056,0.0408935,0.00667896,0.0102398,0.00712366,0.00876999,0.0115689,0.00853934,0.0263529,0.0279036,0.0365141,0,0.0222002,0.0136337,0.0430118,0.0108502,0.0227867,0.0403533,0,0,0.0374274,0,0.0508063,0.0249552,0.0348689,0.0173437,0.0183551,0.0177448,0.0206666,0.0475141,0.00894422,0.0138844,0.007636,0.00965455,0.00489126,0.0241341,0.00630532,0.00113795,0.0160678,0.0383775,0.010157,0.0105867,0.0198856,0.0319676,0,0,0,0,0,0,0,0
421,0.0341724,0,0,0,0,0.0135298,0,0,0,0,0,0,0.017725,0.0385802,0.0143441,0.0172158,0,0,0.0373835,0,0.0377712,0.0340821,0.0462417,0.0160797,0.00873605,0.00483837,0.0161364,0.0397515,0.00665981,0.00969348,0.00692592,0.0087516,0.0116716,0.00882822,0.0264796,0.0275034,0.0361369,0,0.0218273,0.0134458,0.0430668,0.0108383,0.0224938,0.042515,0,0,0.0371404,0,0.0507411,0.0248664,0.034925,0.0174632,0.0183246,0.017625,0.0195259,0.050067,0.00903341,0.0138534,0.00766876,0.00984724,0.00495044,0.0240442,0.00643573,0.00124182,0.0161458,0.0395917,0.0100008,0.0106284,0.0213796,0.0328051,0,0,0,0,0,0,0,0
422,0.0341401,0,0,0,0,0.0128522,0,0,0,0,0,0,0.016637,0.0385715,0.014331,0.0170453,0,0,0.0377919,0,0.0378365,0.0343122,0.0460383,0.0174472,0.00885041,0.00465251,0.0157214,0.0401717,0.00659765,0.0088646,0.00680669,0.00906105,0.0118574,0.00928043,0.0268066,0.0267577,0.0368285,0,0.0218871,0.0132405,0.0428775,0.010575,0.0223387,0.0422839,0,0,0.0363396,0,0.0508116,0.0243042,0.0351263,0.0174396,0.0183718,0.0172823,0.0190109,0.0494644,0.00914514,0.0137562,0.0075414,0.0100326,0.00495196,0.0239746,0.00669166,0.00154181,0.0160467,0.0389163,0.00997431,0.010488,0.020978,0.0324916,0,0,0,0,0,0,0,0
423,0.0339532,0,0,0,0,0.0118474,0,0,0,0,0,0,0.0156665,0.0385659,0.0143628,0.0170447,0,0,0.0380164,0,0.0378011,0.0344432,0.0458262,0.0186462,0.00900215,0.00465091,0.0157117,0.0403681,0.00679252,0.00817725,0.00673614,0.00932522,0.0119301,0.00948815,0.027007,0.0262323,0.0371977,0,0.0219127,0.0131469,0.0428206,0.0104722,0.0223809,0.0417071,0,0,0.0357344,0,0.0507693,0.0238819,0.035312,0.0174357,0.0183631,0.0171681,0.0189776,0.0484109,0.00907691,0.0137402,0.00756525,0.0100582,0.00511177,0.0238013,0.00693419,0.00190327,0.0161184,0.0381093,0.00995069,0.0103745,0.0201041,0.0319695,0,0,0,0,0,0,0,0
424,0.0337426,0,0,0,0,0.0109123,0,0,0,0,0,0,0.0145814,0.0385255,0.0144692,0.0170574,0,0,0.0380405,0,0.03778,0.034394,0.0456743,0.0198346,0.00916275,0.00486865,0.0157923,0.0403663,0.00699268,0.00764922,0.00682473,0.00953055,0.0119241,0.00966253,0.0271793,0.0256735,0.0373245,0,0.0218334,0.0130062,0.0427716,0.0105199,0.0224841,0.0408294,0,0,0.0351795,0,0.0507374,0.0235343,0.0353788,0.0174184,0.0183227,0.0171285,0.0189687,0.0475166,0.00904676,0.0137254,0.00768175,0.0101671,0.00527152,0.0235665,0.00732754,0.00235543,0.0162322,0.0374406,0.00995422,0.0102704,0.019186,0.0316568,0,0,0,0,0,0,0,0
425,0.0334696,0,0,0,0,0.00998701,0,0,0,0,0,0,0.0137302,0.0384639,0.0147136,0.0170696,0,0,0.0380722,0,0.0377696,0.0343107,0.0455392,0.0209301,0.00931385,0.00505287,0.0159454,0.040359,0.00702152,0.00741075,0.00690184,0.00978849,0.0120241,0.0098779,0.0273497,0.0248155,0.0374985,0,0.0216985,0.0129343,0.0427189,0.0108165,0.022556,0.0399722,0,0,0.0346572,0,0.0506936,0.0231904,0.0353589,0.0175763,0.0183179,0.0171184,0.019112,0.0466095,0.00900909,0.0137154,0.00782389,0.0103531,0.00528654,0.0233586,0.0076845,0.00295245,0.0163978,0.0368202,0.00990587,0.0102366,0.0182373,0.0312929,0,0,0,0,0,0,0,0
426,0.0331742,0,0,0,0,0.0090756,0,0,0,0,0,0,0.0127172,0.0384387,0.0148876,0.0170585,0,0,0.0381446,0,0.0377934,0.0342672,0.0454109,0.0218218,0.00944609,0.0050791,0.0161494,0.0404128,0.00683623,0.00747612,0.00687757,0.0100385,0.0122464,0.0101083,0.0275157,0.0235727,0.0377099,0,0.0215676,0.0126945,0.0426624,0.0108012,0.0225496,0.0392734,0,0,0.0341732,0,0.0506306,0.0228736,0.0353296,0.0176159,0.0183006,0.0170593,0.0193407,0.04574,0.0088669,0.0137462,0.00791759,0.0105084,0.00534951,0.0230792,0.00800095,0.00344595,0.0161594,0.0361904,0.00983368,0.0101546,0.0172655,0.0309676,0,0,0,0,0,0,0,0
427,0.0330054,0,0,0,0,0.00818645,0,0,0,0,0,0,0.0114897,0.0384551,0.0148828,0.0170528,0,0,0.0382463,0,0.0378523,0.0342943,0.0452524,0.0224786,0.00953957,0.00501545,0.016404,0.0405457,0.00653092,0.00775639,0.00667705,0.0102117,0.0124514,0.0102813,0.0275846,0.0220806,0.0379029,0,0.0215444,0.0125505,0.0426186,0.0110005,0.0225434,0.0386939,0,0,0.0336729,0,0.0505622,0.0225496,0.0354839,0.01759,0.0182422,0.016935,0.0196452,0.0448999,0.00882502,0.0138589,0.00799734,0.0106531,0.00568838,0.0227404,0.00832535,0.00385212,0.0156873,0.0355655,0.00984742,0.00984314,0.0162718,0.0307583,0,0,0,0,0,0,0,0
428,0.0344829,0,0,0,0,0.011084,0,0,0,0,0,0,0.0100144,0.0385501,0.0145149,0.0170022,0,0,0.0375065,0,0.03815,0.0338046,0.0451788,0.0226525,0.00974234,0.00516331,0.0160362,0.039528,0.00624229,0.00798785,0.00649253,0.0101858,0.0123614,0.0102542,0.027396,0.0204275,0.0373066,0,0.0213068,0.0125873,0.0426878,0.0111259,0.0222748,0.0418401,0,0,0.0337995,0,0.050429,0.0227108,0.0354914,0.0176866,0.0180529,0.0169449,0.0190992,0.0488613,0.00889314,0.0138601,0.00816949,0.0108818,0.0062058,0.0221938,0.00864513,0.00452748,0.0152466,0.0377686,0.0098138,0.00962097,0.0185191,0.0320008,0,0,0,0,0,0,0,0
429,0.0348701,0,0,0,0,0.0114775,0,0,0,0,0,0,0.00917592,0.0385551,0.0140902,0.0168867,0,0,0.0382856,0,0.0381393,0.0343948,0.0449056,0.0219793,0.0097673,0.00526858,0.0159724,0.0402877,0.00589372,0.00823465,0.00619272,0.0100803,0.012184,0.0101445,0.0272064,0.0191759,0.0380224,0,0.0216728,0.0125716,0.0424632,0.01135,0.0221163,0.0427595,0,0,0.033339,0,0.0505458,0.0222784,0.0354779,0.017942,0.0179808,0.0166772,0.0189415,0.0498528,0.00924614,0.0136528,0.00812101,0.0111691,0.00686418,0.0218468,0.00926826,0.00584498,0.0150807,0.0380895,0.010026,0.00947234,0.0194734,0.0326551,0,0,0,0,0,0,0,0
